rpm,engine_temp,oil_temp,oil_pressure,fuel_flow,manifold_pressure,exhaust_gas_temp,vibration,engine_load,altitude,ambient_temp,throttle,temperature_rate,vibration_rate,oil_pressure_rate,residual_engine_temp,residual_oil_pressure,residual_vibration,residual_exhaust_gas_temp,composite_residual_norm,fault_class
4655.5,121.7,103.5,3.62,19.06,25.22,764.5,6.63,71.5,13296.0,31.9,66.4,420.0,-6.0,-24.0,-1.0,0.06,4.92,-1.9,9.68,VIBRATION_ANOMALY
4655.2,121.7,103.6,3.64,19.07,25.24,765.7,6.64,71.0,13296.0,31.9,66.4,360.0,-42.0,-18.0,-0.9,0.08,4.94,0.1,9.72,VIBRATION_ANOMALY
4657.7,121.7,103.7,3.64,19.0,25.22,765.5,6.66,71.0,13296.0,31.9,66.4,300.0,24.0,-6.0,-0.9,0.08,4.96,-0.1,9.76,VIBRATION_ANOMALY
4658.8,121.8,103.7,3.63,19.04,25.24,765.9,6.62,71.4,13296.0,31.9,66.4,300.0,-24.0,-18.0,-0.9,0.07,4.91,-0.3,9.66,VIBRATION_ANOMALY
4662.5,121.9,103.8,3.63,18.98,25.2,765.7,6.65,71.5,13296.0,31.9,66.4,360.0,24.0,-12.0,-0.8,0.07,4.94,-0.7,9.72,VIBRATION_ANOMALY
4662.3,121.9,103.9,3.6,18.9,25.22,765.4,6.61,71.1,13296.0,31.9,66.4,300.0,-48.0,-36.0,-0.7,0.04,4.91,-0.3,9.65,VIBRATION_ANOMALY
4658.7,121.9,104.0,3.64,19.05,25.18,765.6,6.61,71.4,13296.0,31.9,66.4,300.0,0.0,-6.0,-0.8,0.08,4.9,-0.6,9.64,VIBRATION_ANOMALY
4658.9,122.0,104.0,3.63,19.1,25.21,765.2,6.68,71.7,13296.0,31.9,66.4,300.0,24.0,-18.0,-0.8,0.07,4.97,-1.5,9.77,VIBRATION_ANOMALY
4662.3,122.0,104.1,3.64,19.11,25.25,765.6,6.66,71.3,13296.0,31.9,66.4,240.0,18.0,-12.0,-0.6,0.08,4.95,-0.5,9.73,VIBRATION_ANOMALY
4662.3,122.0,104.2,3.61,18.99,25.17,765.5,6.67,71.7,13296.0,31.9,66.4,180.0,30.0,-18.0,-0.8,0.05,4.96,-1.2,9.75,VIBRATION_ANOMALY
4662.3,122.0,104.2,3.62,18.94,25.2,765.3,6.65,71.0,13296.0,31.9,66.4,180.0,6.0,-18.0,-0.6,0.06,4.95,-0.3,9.73,VIBRATION_ANOMALY
4660.8,122.0,104.3,3.62,19.08,25.24,765.3,6.71,71.5,13296.0,31.9,66.4,180.0,48.0,0.0,-0.7,0.06,5.0,-1.1,9.83,VIBRATION_ANOMALY
4661.6,122.0,104.4,3.61,19.09,25.23,765.1,6.62,71.2,13296.0,31.9,66.4,180.0,-12.0,-18.0,-0.6,0.05,4.92,-0.8,9.67,VIBRATION_ANOMALY
4661.0,122.1,104.4,3.6,18.99,25.26,765.2,6.71,71.0,13296.0,31.9,66.4,240.0,30.0,-24.0,-0.5,0.04,5.01,-0.4,9.85,VIBRATION_ANOMALY
5040.4,102.2,92.1,4.2,27.81,33.25,782.8,7.18,79.4,4679.0,18.4,75.3,-420.0,12.0,30.0,0.6,-0.06,5.34,-0.4,10.5,VIBRATION_ANOMALY
5039.7,102.4,92.0,4.18,27.83,33.32,783.2,7.18,79.5,4679.0,18.4,75.3,-240.0,0.0,18.0,0.8,-0.08,5.34,-0.1,10.5,VIBRATION_ANOMALY
5039.6,102.4,92.0,4.19,27.9,33.27,782.8,7.19,79.1,4679.0,18.4,75.3,-180.0,6.0,24.0,0.9,-0.07,5.35,0.1,10.52,VIBRATION_ANOMALY
5043.0,102.3,91.9,4.18,27.86,33.28,783.0,7.18,79.5,4679.0,18.4,75.3,-240.0,12.0,18.0,0.7,-0.08,5.34,-0.3,10.5,VIBRATION_ANOMALY
5041.0,102.2,91.8,4.19,27.87,33.27,783.7,7.15,79.6,4679.0,18.4,75.3,-240.0,-30.0,6.0,0.6,-0.07,5.31,0.2,10.44,VIBRATION_ANOMALY
5041.3,102.2,91.8,4.21,27.78,33.18,784.4,7.17,79.5,4679.0,18.4,75.3,-180.0,-6.0,24.0,0.6,-0.05,5.33,1.1,10.48,VIBRATION_ANOMALY
5041.8,102.1,91.7,4.2,27.76,33.28,783.0,7.19,79.7,4679.0,18.4,75.3,-180.0,0.0,6.0,0.5,-0.06,5.35,-0.7,10.52,VIBRATION_ANOMALY
5042.3,102.1,91.6,4.21,27.77,33.28,783.1,7.21,79.4,4679.0,18.4,75.3,-180.0,12.0,18.0,0.5,-0.05,5.37,-0.1,10.55,VIBRATION_ANOMALY
5041.4,102.1,91.6,4.19,27.94,33.25,783.6,7.19,79.4,4679.0,18.4,75.3,-120.0,18.0,18.0,0.5,-0.07,5.35,0.4,10.52,VIBRATION_ANOMALY
5043.7,102.1,91.5,4.21,27.86,33.29,784.0,7.24,79.4,4679.0,18.4,75.3,-120.0,54.0,12.0,0.5,-0.05,5.4,0.8,10.61,VIBRATION_ANOMALY
5046.2,102.1,91.5,4.22,27.87,33.31,784.6,7.21,79.4,4679.0,18.4,75.3,-120.0,6.0,30.0,0.5,-0.04,5.37,1.4,10.55,VIBRATION_ANOMALY
5041.8,102.1,91.4,4.19,27.74,33.3,783.9,7.19,79.6,4679.0,18.4,75.3,-60.0,6.0,-6.0,0.5,-0.07,5.35,0.4,10.52,VIBRATION_ANOMALY
5044.0,102.1,91.4,4.21,27.82,33.26,783.2,7.21,79.4,4679.0,18.4,75.3,-180.0,18.0,18.0,0.5,-0.05,5.37,0.0,10.55,VIBRATION_ANOMALY
5040.1,102.0,91.4,4.22,27.84,33.25,783.3,7.15,79.5,4679.0,18.4,75.3,-240.0,-24.0,18.0,0.4,-0.04,5.31,0.0,10.43,VIBRATION_ANOMALY
5039.4,102.0,91.3,4.21,27.81,33.32,783.6,7.19,79.4,4679.0,18.4,75.3,-180.0,6.0,18.0,0.4,-0.05,5.35,0.4,10.51,VIBRATION_ANOMALY
3780.9,97.1,90.6,3.62,18.69,30.42,735.3,7.41,52.7,4415.0,31.0,46.0,0.0,12.0,12.0,0.4,-0.01,5.97,0.5,11.73,VIBRATION_ANOMALY
3783.7,97.1,90.6,3.61,18.67,30.38,736.6,7.41,52.9,4415.0,31.0,46.0,0.0,42.0,-6.0,0.4,-0.02,5.97,1.5,11.73,VIBRATION_ANOMALY
3785.2,97.1,90.6,3.62,18.73,30.3,735.3,7.46,52.5,4415.0,31.0,46.0,-60.0,42.0,0.0,0.5,-0.01,6.02,0.8,11.83,VIBRATION_ANOMALY
3786.1,97.1,90.6,3.63,18.66,30.43,735.9,7.37,52.6,4415.0,31.0,46.0,0.0,-18.0,6.0,0.4,0.0,5.93,1.3,11.65,VIBRATION_ANOMALY
3784.7,97.1,90.6,3.62,18.6,30.32,736.0,7.35,52.9,4415.0,31.0,46.0,-60.0,-30.0,0.0,0.4,-0.01,5.91,0.9,11.61,VIBRATION_ANOMALY
3783.5,97.1,90.5,3.63,18.65,30.4,736.2,7.35,52.5,4415.0,31.0,46.0,-60.0,-18.0,12.0,0.5,0.0,5.91,1.7,11.61,VIBRATION_ANOMALY
3782.4,97.1,90.4,3.63,18.59,30.38,735.1,7.4,53.1,4415.0,31.0,46.0,-60.0,-18.0,0.0,0.3,0.0,5.96,-0.4,11.71,VIBRATION_ANOMALY
3779.2,97.2,90.4,3.61,18.65,30.38,733.9,7.34,52.7,4415.0,31.0,46.0,0.0,-60.0,0.0,0.5,-0.02,5.9,-0.9,11.59,VIBRATION_ANOMALY
3780.3,97.2,90.4,3.62,18.74,30.44,734.0,7.36,52.9,4415.0,31.0,46.0,0.0,-12.0,-6.0,0.5,-0.01,5.92,-1.1,11.63,VIBRATION_ANOMALY
3781.8,97.2,90.5,3.61,18.71,30.41,734.9,7.38,52.4,4415.0,31.0,46.0,0.0,0.0,-6.0,0.6,-0.02,5.94,0.6,11.67,VIBRATION_ANOMALY
3781.4,97.2,90.5,3.63,18.7,30.35,734.3,7.37,52.6,4415.0,31.0,46.0,60.0,18.0,12.0,0.5,0.0,5.93,-0.3,11.65,VIBRATION_ANOMALY
3780.8,97.2,90.5,3.62,18.63,30.4,734.5,7.4,52.7,4415.0,31.0,46.0,60.0,-6.0,0.0,0.5,-0.01,5.96,-0.3,11.71,VIBRATION_ANOMALY
3779.6,97.1,90.5,3.61,18.66,30.33,734.5,7.37,52.7,4415.0,31.0,46.0,0.0,-24.0,0.0,0.4,-0.02,5.93,-0.3,11.65,VIBRATION_ANOMALY
3784.1,97.1,90.5,3.62,18.62,30.29,734.3,7.38,52.7,4415.0,31.0,46.0,0.0,-48.0,0.0,0.4,-0.01,5.94,-0.5,11.67,VIBRATION_ANOMALY
3784.0,97.0,90.5,3.63,18.54,30.31,734.7,7.36,53.0,4415.0,31.0,46.0,-60.0,-6.0,0.0,0.3,0.0,5.92,-0.6,11.63,VIBRATION_ANOMALY
4782.9,103.7,91.8,4.06,25.2,32.08,772.2,6.33,74.3,5260.0,23.5,69.3,120.0,18.0,-12.0,-0.7,0.01,4.58,-1.0,9.0,VIBRATION_ANOMALY
4781.3,103.8,91.8,4.06,25.25,32.06,772.6,6.34,73.9,5260.0,23.5,69.3,120.0,36.0,0.0,-0.6,0.01,4.59,0.0,9.02,VIBRATION_ANOMALY
4780.4,103.8,91.8,4.07,25.32,32.11,772.8,6.31,73.9,5260.0,23.5,69.3,120.0,18.0,0.0,-0.6,0.02,4.56,0.2,8.96,VIBRATION_ANOMALY
4782.8,103.8,91.8,4.07,25.25,32.07,771.9,6.3,73.9,5260.0,23.5,69.3,120.0,-6.0,-12.0,-0.6,0.02,4.55,-0.7,8.94,VIBRATION_ANOMALY
4782.6,103.8,91.8,4.07,25.14,32.07,772.1,6.3,73.7,5260.0,23.5,69.3,120.0,-18.0,6.0,-0.5,0.02,4.55,-0.2,8.94,VIBRATION_ANOMALY
4780.7,103.8,91.8,4.08,25.25,32.1,773.1,6.33,74.0,5260.0,23.5,69.3,60.0,-12.0,6.0,-0.6,0.03,4.58,0.4,9.0,VIBRATION_ANOMALY
4783.3,103.8,91.8,4.08,25.26,32.03,772.4,6.33,73.8,5260.0,23.5,69.3,0.0,24.0,6.0,-0.5,0.03,4.58,0.0,9.0,VIBRATION_ANOMALY
4784.3,103.8,91.8,4.07,25.36,32.08,772.6,6.28,73.9,5260.0,23.5,69.3,60.0,-6.0,0.0,-0.6,0.02,4.53,0.0,8.9,VIBRATION_ANOMALY
4782.8,103.9,91.8,4.07,25.23,32.18,773.2,6.3,73.9,5260.0,23.5,69.3,120.0,0.0,0.0,-0.5,0.02,4.55,0.6,8.94,VIBRATION_ANOMALY
4783.9,103.9,91.8,4.08,25.25,32.13,773.4,6.36,73.6,5260.0,23.5,69.3,120.0,30.0,0.0,-0.4,0.02,4.61,1.3,9.06,VIBRATION_ANOMALY
4784.0,104.0,91.9,4.08,25.42,32.15,773.5,6.27,74.1,5260.0,23.5,69.3,180.0,12.0,6.0,-0.4,0.03,4.52,0.6,8.88,VIBRATION_ANOMALY
4784.2,103.9,91.9,4.06,25.19,32.08,773.2,6.32,73.9,5260.0,23.5,69.3,120.0,-6.0,0.0,-0.5,0.01,4.57,0.6,8.98,VIBRATION_ANOMALY
4779.6,103.9,91.9,4.07,25.16,32.03,772.9,6.31,73.7,5260.0,23.5,69.3,60.0,-18.0,6.0,-0.4,0.02,4.56,0.6,8.96,VIBRATION_ANOMALY
4780.7,103.9,91.9,4.06,25.29,32.1,773.2,6.31,74.2,5260.0,23.5,69.3,60.0,0.0,-6.0,-0.5,0.01,4.56,0.1,8.96,VIBRATION_ANOMALY
4781.1,104.0,91.9,4.06,25.23,32.09,772.7,6.35,73.7,5260.0,23.5,69.3,120.0,30.0,-6.0,-0.3,0.01,4.6,0.4,9.04,VIBRATION_ANOMALY
4961.9,98.6,88.0,4.29,23.64,28.4,782.2,7.48,77.6,10047.0,12.4,73.4,60.0,-12.0,6.0,0.5,-0.01,5.67,0.6,11.14,VIBRATION_ANOMALY
4960.8,98.6,87.9,4.28,23.59,28.42,782.4,7.5,77.6,10047.0,12.4,73.4,0.0,-42.0,6.0,0.5,-0.02,5.69,0.8,11.18,VIBRATION_ANOMALY
4957.6,98.7,87.9,4.29,23.46,28.37,783.0,7.5,77.5,10047.0,12.4,73.4,60.0,-12.0,12.0,0.6,-0.01,5.69,1.5,11.18,VIBRATION_ANOMALY
4957.2,98.6,87.9,4.3,23.61,28.43,782.8,7.51,78.0,10047.0,12.4,73.4,0.0,6.0,18.0,0.4,0.0,5.7,0.5,11.2,VIBRATION_ANOMALY
4960.4,98.6,87.9,4.27,23.59,28.46,782.4,7.5,77.6,10047.0,12.4,73.4,0.0,-12.0,-6.0,0.5,-0.03,5.69,0.8,11.18,VIBRATION_ANOMALY
4961.8,98.6,87.9,4.27,23.67,28.42,781.9,7.49,77.6,10047.0,12.4,73.4,0.0,-30.0,-6.0,0.5,-0.03,5.68,0.3,11.16,VIBRATION_ANOMALY
4960.3,98.6,87.9,4.29,23.65,28.46,782.0,7.58,77.6,10047.0,12.4,73.4,0.0,24.0,6.0,0.5,-0.01,5.77,0.4,11.33,VIBRATION_ANOMALY
4962.0,98.5,87.9,4.27,23.61,28.39,781.5,7.54,77.9,10047.0,12.4,73.4,-60.0,48.0,6.0,0.3,-0.03,5.73,-0.6,11.26,VIBRATION_ANOMALY
4960.5,98.5,87.9,4.29,23.64,28.4,782.0,7.49,77.7,10047.0,12.4,73.4,-60.0,-18.0,6.0,0.4,-0.01,5.68,0.2,11.16,VIBRATION_ANOMALY
4959.8,98.4,87.8,4.29,23.57,28.46,782.9,7.51,77.9,10047.0,12.4,73.4,-120.0,0.0,0.0,0.2,-0.01,5.7,0.8,11.2,VIBRATION_ANOMALY
4957.8,98.4,87.8,4.29,23.55,28.41,782.2,7.54,77.8,10047.0,12.4,73.4,-120.0,12.0,6.0,0.3,-0.01,5.73,0.2,11.26,VIBRATION_ANOMALY
4958.7,98.4,87.9,4.3,23.62,28.42,781.2,7.55,77.7,10047.0,12.4,73.4,-120.0,42.0,6.0,0.3,0.0,5.74,-0.6,11.28,VIBRATION_ANOMALY
4957.5,98.4,87.9,4.28,23.63,28.4,782.1,7.51,77.8,10047.0,12.4,73.4,-120.0,6.0,0.0,0.3,-0.02,5.7,0.1,11.2,VIBRATION_ANOMALY
4958.5,98.4,87.8,4.29,23.62,28.46,782.0,7.56,77.5,10047.0,12.4,73.4,-180.0,36.0,0.0,0.3,-0.01,5.75,0.5,11.29,VIBRATION_ANOMALY
4957.8,98.4,87.8,4.28,23.55,28.37,781.0,7.52,78.0,10047.0,12.4,73.4,-120.0,6.0,-12.0,0.2,-0.02,5.71,-1.3,11.22,VIBRATION_ANOMALY
5237.6,96.6,85.6,4.51,25.23,28.46,793.6,7.79,83.4,10868.0,6.6,79.7,60.0,-12.0,12.0,0.1,0.01,5.89,0.7,11.57,VIBRATION_ANOMALY
5236.3,96.6,85.6,4.5,25.17,28.46,793.6,7.77,83.5,10868.0,6.6,79.7,60.0,-12.0,0.0,0.1,0.0,5.87,0.5,11.53,VIBRATION_ANOMALY
5234.5,96.7,85.7,4.48,25.27,28.5,793.3,7.82,83.3,10868.0,6.6,79.7,180.0,-6.0,-12.0,0.2,-0.02,5.92,0.6,11.63,VIBRATION_ANOMALY
5232.1,96.7,85.7,4.5,25.23,28.48,793.3,7.73,83.3,10868.0,6.6,79.7,120.0,-42.0,0.0,0.2,0.0,5.83,0.6,11.45,VIBRATION_ANOMALY
5231.9,96.7,85.7,4.48,25.34,28.54,793.0,7.78,83.3,10868.0,6.6,79.7,180.0,-6.0,-12.0,0.2,-0.02,5.88,0.3,11.55,VIBRATION_ANOMALY
5234.0,96.6,85.7,4.48,25.14,28.4,793.4,7.75,83.6,10868.0,6.6,79.7,120.0,24.0,-12.0,0.1,-0.02,5.85,0.2,11.49,VIBRATION_ANOMALY
5236.3,96.6,85.7,4.49,25.18,28.42,793.3,7.77,83.3,10868.0,6.6,79.7,180.0,18.0,-12.0,0.1,-0.01,5.87,0.6,11.53,VIBRATION_ANOMALY
5236.0,96.6,85.7,4.51,25.14,28.42,793.6,7.78,83.4,10868.0,6.6,79.7,120.0,12.0,12.0,0.1,0.01,5.88,0.7,11.55,VIBRATION_ANOMALY
5234.5,96.6,85.6,4.49,25.29,28.46,793.7,7.77,83.5,10868.0,6.6,79.7,120.0,-12.0,-6.0,0.1,-0.01,5.87,0.6,11.53,VIBRATION_ANOMALY
5237.4,96.6,85.7,4.5,25.22,28.5,794.3,7.74,83.5,10868.0,6.6,79.7,60.0,-12.0,-6.0,0.1,0.0,5.84,1.2,11.47,VIBRATION_ANOMALY
5237.6,96.7,85.7,4.49,25.18,28.46,793.8,7.76,83.6,10868.0,6.6,79.7,60.0,0.0,0.0,0.2,-0.01,5.86,0.6,11.51,VIBRATION_ANOMALY
5235.9,96.6,85.8,4.49,25.18,28.37,793.3,7.77,83.0,10868.0,6.6,79.7,0.0,-12.0,-12.0,0.2,-0.01,5.87,1.1,11.53,VIBRATION_ANOMALY
5234.1,96.6,85.7,4.5,25.29,28.46,794.2,7.71,83.7,10868.0,6.6,79.7,0.0,-36.0,0.0,0.1,0.0,5.81,0.8,11.41,VIBRATION_ANOMALY
5232.6,96.6,85.8,4.48,25.15,28.48,793.5,7.79,83.3,10868.0,6.6,79.7,-60.0,-18.0,0.0,0.1,-0.02,5.89,0.8,11.57,VIBRATION_ANOMALY
5230.2,96.6,85.8,4.49,25.17,28.47,792.6,7.74,83.6,10868.0,6.6,79.7,-60.0,6.0,-6.0,0.1,-0.01,5.84,-0.6,11.47,VIBRATION_ANOMALY
4894.4,107.9,93.2,4.06,22.9,28.52,776.3,6.82,76.3,9695.0,21.9,71.8,240.0,12.0,-24.0,-0.4,0.03,5.04,-0.7,9.9,VIBRATION_ANOMALY
4894.6,107.9,93.2,4.07,23.01,28.47,775.8,6.88,76.6,9695.0,21.9,71.8,240.0,30.0,-18.0,-0.5,0.04,5.1,-1.7,10.02,VIBRATION_ANOMALY
4895.0,108.0,93.2,4.07,23.09,28.47,776.5,6.82,76.6,9695.0,21.9,71.8,300.0,-36.0,-6.0,-0.4,0.04,5.04,-1.0,9.9,VIBRATION_ANOMALY
4892.7,108.0,93.2,4.06,22.88,28.47,776.5,6.82,76.3,9695.0,21.9,71.8,300.0,0.0,-24.0,-0.3,0.03,5.04,-0.5,9.9,VIBRATION_ANOMALY
4890.6,108.0,93.3,4.06,22.94,28.49,775.6,6.88,76.4,9695.0,21.9,71.8,300.0,42.0,-12.0,-0.3,0.03,5.1,-1.6,10.02,VIBRATION_ANOMALY
4891.6,108.1,93.4,4.06,23.0,28.56,776.6,6.81,76.4,9695.0,21.9,71.8,300.0,-6.0,-18.0,-0.2,0.03,5.03,-0.6,9.88,VIBRATION_ANOMALY
4893.2,108.0,93.4,4.07,23.01,28.53,776.1,6.84,76.2,9695.0,21.9,71.8,180.0,12.0,-6.0,-0.3,0.04,5.06,-0.8,9.94,VIBRATION_ANOMALY
4897.5,108.0,93.4,4.06,23.04,28.53,775.3,6.82,76.1,9695.0,21.9,71.8,180.0,-6.0,-6.0,-0.3,0.03,5.04,-1.4,9.9,VIBRATION_ANOMALY
4895.0,108.1,93.5,4.07,22.92,28.46,776.2,6.81,76.1,9695.0,21.9,71.8,180.0,12.0,-6.0,-0.2,0.04,5.03,-0.5,9.88,VIBRATION_ANOMALY
4892.4,108.0,93.5,4.03,23.0,28.55,776.8,6.84,76.2,9695.0,21.9,71.8,120.0,0.0,-30.0,-0.3,0.0,5.06,-0.1,9.94,VIBRATION_ANOMALY
4891.5,108.1,93.6,4.06,23.17,28.67,776.8,6.77,76.5,9695.0,21.9,71.8,120.0,-42.0,-12.0,-0.3,0.03,4.99,-0.6,9.8,VIBRATION_ANOMALY
4892.7,108.1,93.7,4.08,22.93,28.56,777.6,6.79,75.9,9695.0,21.9,71.8,120.0,-18.0,12.0,-0.1,0.05,5.01,1.2,9.84,VIBRATION_ANOMALY
4891.8,108.1,93.7,4.06,22.89,28.5,777.4,6.84,75.9,9695.0,21.9,71.8,120.0,-24.0,-6.0,-0.1,0.03,5.06,1.0,9.94,VIBRATION_ANOMALY
4891.6,108.1,93.7,4.05,22.98,28.49,777.5,6.86,76.1,9695.0,21.9,71.8,60.0,24.0,-12.0,-0.2,0.02,5.08,0.8,9.98,VIBRATION_ANOMALY
4891.4,108.1,93.7,4.07,22.99,28.56,776.9,6.81,76.6,9695.0,21.9,71.8,60.0,-6.0,6.0,-0.3,0.04,5.03,-0.6,9.88,VIBRATION_ANOMALY
5205.7,99.0,87.7,4.41,22.92,26.02,792.2,6.73,82.7,14101.0,5.7,79.1,-180.0,-48.0,6.0,0.5,-0.05,4.84,0.3,9.51,VIBRATION_ANOMALY
5203.9,99.0,87.6,4.41,22.99,26.04,793.2,6.7,82.8,14101.0,5.7,79.1,-120.0,-18.0,-12.0,0.5,-0.05,4.81,1.1,9.45,VIBRATION_ANOMALY
5205.7,99.0,87.6,4.4,22.87,25.99,792.9,6.72,82.7,14101.0,5.7,79.1,-120.0,-24.0,0.0,0.5,-0.06,4.83,1.0,9.49,VIBRATION_ANOMALY
5210.0,98.9,87.6,4.42,22.99,25.98,791.9,6.76,82.7,14101.0,5.7,79.1,-180.0,-12.0,6.0,0.4,-0.04,4.87,0.0,9.57,VIBRATION_ANOMALY
5207.7,99.0,87.6,4.42,22.94,26.03,792.2,6.71,83.0,14101.0,5.7,79.1,-60.0,-18.0,0.0,0.4,-0.04,4.82,-0.2,9.47,VIBRATION_ANOMALY
5205.2,99.0,87.6,4.41,22.82,25.92,792.6,6.68,83.2,14101.0,5.7,79.1,-60.0,-6.0,-6.0,0.4,-0.05,4.79,-0.2,9.41,VIBRATION_ANOMALY
5205.7,98.9,87.5,4.42,22.97,26.01,791.7,6.72,82.6,14101.0,5.7,79.1,-120.0,6.0,6.0,0.4,-0.04,4.83,-0.1,9.49,VIBRATION_ANOMALY
5207.1,98.9,87.5,4.42,22.96,25.95,791.7,6.76,82.9,14101.0,5.7,79.1,-60.0,18.0,6.0,0.3,-0.04,4.87,-0.6,9.57,VIBRATION_ANOMALY
5206.8,98.9,87.4,4.42,22.82,25.96,792.6,6.78,82.7,14101.0,5.7,79.1,-60.0,24.0,6.0,0.4,-0.04,4.89,0.7,9.61,VIBRATION_ANOMALY
5206.2,98.9,87.3,4.42,22.84,25.93,792.7,6.74,83.0,14101.0,5.7,79.1,-60.0,0.0,-12.0,0.3,-0.04,4.85,0.3,9.53,VIBRATION_ANOMALY
5205.1,98.8,87.3,4.44,22.76,25.98,792.8,6.74,83.1,14101.0,5.7,79.1,-120.0,0.0,0.0,0.2,-0.02,4.85,0.2,9.53,VIBRATION_ANOMALY
5204.5,98.8,87.3,4.44,22.89,25.98,792.6,6.78,83.0,14101.0,5.7,79.1,-120.0,30.0,18.0,0.2,-0.02,4.89,0.2,9.61,VIBRATION_ANOMALY
5205.0,98.8,87.2,4.43,22.95,25.95,792.7,6.75,82.8,14101.0,5.7,79.1,-120.0,30.0,12.0,0.3,-0.03,4.86,0.6,9.55,VIBRATION_ANOMALY
5204.3,98.8,87.2,4.46,23.07,26.06,793.0,6.7,83.1,14101.0,5.7,79.1,-120.0,-12.0,36.0,0.2,0.0,4.81,0.4,9.45,VIBRATION_ANOMALY
5207.7,98.8,87.2,4.42,22.93,25.98,792.6,6.7,82.7,14101.0,5.7,79.1,-60.0,-36.0,0.0,0.3,-0.04,4.81,0.7,9.45,VIBRATION_ANOMALY
5035.2,93.5,84.6,4.43,23.88,27.94,786.4,7.75,79.0,10959.0,6.3,75.1,-120.0,18.0,6.0,0.2,-0.02,5.92,0.9,11.63,VIBRATION_ANOMALY
5036.0,93.5,84.5,4.44,23.75,27.89,786.4,7.73,79.4,10959.0,6.3,75.1,-120.0,-12.0,0.0,0.2,-0.01,5.9,0.2,11.59,VIBRATION_ANOMALY
5034.4,93.4,84.5,4.43,23.81,27.94,786.2,7.72,79.2,10959.0,6.3,75.1,-120.0,18.0,0.0,0.1,-0.02,5.89,0.3,11.57,VIBRATION_ANOMALY
5031.2,93.4,84.4,4.44,23.86,27.85,786.0,7.73,78.9,10959.0,6.3,75.1,-120.0,6.0,12.0,0.2,-0.01,5.9,0.6,11.59,VIBRATION_ANOMALY
5031.9,93.4,84.3,4.43,23.78,27.94,785.8,7.72,78.9,10959.0,6.3,75.1,-120.0,-6.0,12.0,0.2,-0.02,5.89,0.4,11.57,VIBRATION_ANOMALY
5033.1,93.4,84.4,4.44,23.76,27.9,785.6,7.74,79.3,10959.0,6.3,75.1,-60.0,-18.0,0.0,0.1,-0.01,5.91,-0.4,11.61,VIBRATION_ANOMALY
5034.3,93.5,84.3,4.46,23.73,27.88,785.5,7.71,79.1,10959.0,6.3,75.1,0.0,-36.0,6.0,0.2,0.01,5.88,-0.2,11.55,VIBRATION_ANOMALY
5033.4,93.5,84.4,4.45,23.74,27.84,786.1,7.73,79.2,10959.0,6.3,75.1,-60.0,-18.0,12.0,0.2,0.0,5.9,0.2,11.59,VIBRATION_ANOMALY
5033.1,93.4,84.4,4.42,23.78,27.88,784.9,7.79,78.9,10959.0,6.3,75.1,-120.0,-6.0,-12.0,0.2,-0.03,5.96,-0.5,11.71,VIBRATION_ANOMALY
5037.0,93.5,84.4,4.43,23.87,27.9,785.3,7.78,79.2,10959.0,6.3,75.1,0.0,18.0,6.0,0.2,-0.02,5.95,-0.6,11.69,VIBRATION_ANOMALY
5033.9,93.5,84.4,4.44,23.72,27.86,785.6,7.76,79.2,10959.0,6.3,75.1,0.0,6.0,12.0,0.2,-0.01,5.93,-0.3,11.65,VIBRATION_ANOMALY
5035.7,93.5,84.4,4.44,23.84,27.95,786.8,7.76,79.5,10959.0,6.3,75.1,0.0,6.0,6.0,0.2,-0.01,5.93,0.4,11.65,VIBRATION_ANOMALY
5037.6,93.4,84.4,4.44,23.82,27.86,787.8,7.74,79.1,10959.0,6.3,75.1,-60.0,6.0,0.0,0.1,-0.01,5.91,2.1,11.61,VIBRATION_ANOMALY
5037.7,93.4,84.4,4.45,23.66,27.84,788.1,7.69,79.1,10959.0,6.3,75.1,0.0,-18.0,12.0,0.1,0.0,5.86,2.4,11.51,VIBRATION_ANOMALY
5035.9,93.4,84.4,4.44,23.86,27.88,787.1,7.73,79.1,10959.0,6.3,75.1,0.0,0.0,0.0,0.1,-0.01,5.9,1.4,11.59,VIBRATION_ANOMALY
4031.1,89.6,84.4,3.92,18.47,27.68,747.5,6.14,58.0,8145.0,18.9,51.7,0.0,18.0,6.0,0.0,-0.01,4.63,0.7,9.09,VIBRATION_ANOMALY
4030.4,89.6,84.4,3.91,18.44,27.64,748.2,6.16,57.9,8145.0,18.9,51.7,0.0,42.0,6.0,0.0,-0.02,4.65,1.6,9.13,VIBRATION_ANOMALY
4029.6,89.6,84.4,3.94,18.4,27.6,748.0,6.15,57.9,8145.0,18.9,51.7,0.0,0.0,12.0,0.0,0.01,4.64,1.4,9.11,VIBRATION_ANOMALY
4029.7,89.6,84.4,3.93,18.46,27.68,746.7,6.17,58.0,8145.0,18.9,51.7,0.0,42.0,6.0,0.0,0.0,4.66,-0.1,9.15,VIBRATION_ANOMALY
4030.1,89.6,84.4,3.92,18.53,27.63,747.3,6.1,58.1,8145.0,18.9,51.7,0.0,-6.0,6.0,0.0,-0.01,4.59,0.3,9.02,VIBRATION_ANOMALY
4028.0,89.6,84.4,3.92,18.45,27.64,748.1,6.12,58.3,8145.0,18.9,51.7,0.0,-6.0,6.0,0.0,-0.01,4.61,0.8,9.06,VIBRATION_ANOMALY
